,date,delegator_address,delegation,delegation_usd
59,2024-08-26,archway1vnfvs3qjrsavaqw6czcysh5v64sqjf487huz4m,237.60007033138163,8.89
60,2024-08-26,archway1vemmttg4c0lsqwsdhrjc24ktaahfnh9hjgexvs,275.0,10.29
61,2024-08-26,archway1dghez2knque5rf8skvz5cmfhrqh6vgslmjd9a4,491.0,18.37
62,2024-08-26,archway1d0dgkpdudvvxq9h2hu2lnt6zkqqxy4wkahaqrw,47.8287372,1.79
63,2024-08-26,archway1dsq074k5h7672fa2pqrjek06u8vw9az3hdnj4p,2997.890224644996,112.18
64,2024-08-26,archway1dsvrk5y6d3sdwcrmwsxduguujt2znrkh6vx00g,340.0,12.72
65,2024-08-26,archway1da85gjhaupl8ae7ee66sw9zh585uu9j32xznqk,1115.332546498739,41.74
66,2024-08-26,archway1wqzftr5zh7fagyrptw9e3tx28teg3yw8u6xyv0,37.2286391,1.39
67,2024-08-26,archway1wy8ym5kgvf7tyjpzgt5nlvryvpc35dkh4fk6x3,1500.0,56.13
68,2024-08-26,archway1wf4kju2u4fcagyveg86az63cdfpncl5wpl4dq9,34.8287372,1.3
69,2024-08-26,archway1w6cf5r94q0k8znh0sgpnzhkqlkk38fhzd2ln36,185.0,6.92
70,2024-08-26,archway10y6p0f0srtsgxqu9glu60wr2962jn6f344kq9k,170.0,6.36
71,2024-08-26,archway108clnpzvvdz0dggjlpxp6dxuudq99ks6wxe0ge,594.0,22.23
72,2024-08-26,archway10tdzve88uxc535vc7qavy0ddcfftxct7npte3u,500.70145068757193,18.74
73,2024-08-26,archway10mmevhxjthxy7yqdaufcxpe0l20u4n8zfr4l75,29.2287372,1.09
74,2024-08-26,archway1sz8xpdr2jj4q42dk8jk48yksg78aa4vy85ej5t,75.0,2.81
75,2024-08-26,archway1sf9n388a8udalajcndyetvtk95dg5puxasye3t,36.0,1.35
76,2024-08-26,archway1st9y369mkl6ymwftzyms60s9j8l92434vp8p0u,1520.0,56.88
77,2024-08-26,archway13qmz4tnvqjuyfegnle35farscnz4f0avmp8hzz,100.0,3.74
78,2024-08-26,archway13959x7zm49jaeyrfeltjkwz8adu8p0r06qfwkm,50.0,1.87
79,2024-08-26,archway13t2w6pv5axcrc52ge2x4g8kswynwc96gv0qaqc,49.1,1.84
80,2024-08-26,archway13vuu98ygysfe8d847a4zlsds2vuw8q68s9w6s7,695.5,26.03
81,2024-08-26,archway13nhchq4c68kfdqtxpq779pzs66revx34nq0f2p,50.3118304,1.88
82,2024-08-26,archway1jy3ygr6kldcyqcr2yk9z5hen5lgj582732ujdh,1500.0,56.13
83,2024-08-26,archway1jvm8gy4lgzcrsagxpyhvvxymz982y3j5x3rr39,1041.0,38.96
84,2024-08-26,archway1jd0vx85td4z3mamcjyg4fnq0jrf8c3l9snlgmn,61.0,2.28
85,2024-08-26,archway1jc45z82xs9kxvtcuxr8x2rv2ynysztlv0d447d,1000.0,37.42
86,2024-08-26,archway1jmvshjwlu956nh6lhqd22dfyr2rzpvephxsr9a,35.0,1.31
87,2024-08-26,archway1juz68vx5dlplqmv4kyg6mvncqxm40gamgwmtqa,88.0,3.29
88,2024-08-26,archway1jamdpre44ywhswx8khxnz3fx6a5hsj6jcc6x28,100.0,3.74
89,2024-08-26,archway1nnr2amjm4dftcugreeea7qkw5m2a7hgupvr3hc,355.4443928918543,13.3
90,2024-08-26,archway15pg4xwclaylmdqsymwtu0wcmkpwn6ggmeqs507,2431.0000000000005,90.97
91,2024-08-26,archway15y2jy3uatqlavdmjkfr779dydgjqk43as7a2vg,500.0,18.71
92,2024-08-26,archway15dfn9eqgpjhfjp3p70wvwdu2q76hzwq746zqtr,154.5874529178199,5.78
93,2024-08-26,archway15hz829wam3wc3k9jlhdrwwdl93050k29mgkdyp,100.0,3.74
94,2024-08-26,archway15mqpgel3535nyg00ywh7r90rzyj0mxjzs2qx59,1034.0130959956732,38.69
95,2024-08-26,archway14g56u4uxsxep890q98exavea4nm4cqkm3uvjum,52.363226940981896,1.96
96,2024-08-26,archway14trvm9aqra67uykhquxrykffr8zrnmq5s8a2en,29.9163838,1.12
97,2024-08-26,archway1k933fwys62s488v86nhg48uj5lhqvtkjk54tyt,605.0,22.64
98,2024-08-26,archway1kfc5gyquzwug4hg9ykeavauwpc2j5q0cyzwppc,1190.0,44.53
99,2024-08-26,archway1kj5jyqw44fr4x7zlwj7je0p70mmjw8at6fdfn7,605.0,22.64
100,2024-08-26,archway1k7uud23k7wsut9yepal4fgcjvsjmdxjv66n67r,213.0,7.97
101,2024-08-26,archway1hdsmz2kqftgk2ypa5t62aauvl0y3c2nflutwlu,51.59126601635979,1.93
102,2024-08-26,archway1h0y9kku57w4h75e25ts6dtjwrn5t7l063zunt4,65.9286346,2.47
103,2024-08-26,archway1h0ytgclzxf8d6pm45hf8672gs3hy8ptyc3glvq,110.25906942497853,4.13
104,2024-08-26,archway1hafhjv2r5dh7399tu5merv89xul8w62vfzeprx,41.81793149271964,1.56
105,2024-08-26,archway1c35ad98af8tnygtcplgak22dqpupl0ru6ss2wz,100.0,3.74
106,2024-08-26,archway1cejrk8fngaqv6c8vxvn785869c9pu5s6arc86d,50.0,1.87
107,2024-08-26,archway1caeuhz982akqv329jr823pv7s88ktgrdvp7chf,2096.3119159,78.45
108,2024-08-26,archway1ezsxrmtfyvyd3kexklx8h3w7cx0w2nmckks8e9,410.2929157990605,15.35
109,2024-08-26,archway1eax282xz92nqgx3ps9c6xktx3ssa89l2guz9py,570.0,21.33
110,2024-08-26,archway16rmwfmxhc5swrr0s2qm9kq2egan2z9ny5kz393,370.0,13.85
111,2024-08-26,archway162pjvpqu9ayfqgqn6uqrm8qagzpyzn5jt85p5j,605.0,22.64
112,2024-08-26,archway1mzmtv0a6qy0zl42qnveuzqmmw5va20xkyvuq5x,34.0,1.27
113,2024-08-26,archway1mj2muyc2el7z9l243thhj3crhzzn2ds4t52us2,1000.0,37.42
114,2024-08-26,archway1m68u69m43n6x3t7v5auemxuk9vulescr5n0td4,461.0,17.25
115,2024-08-26,archway1m7fp3yd2r5h2u4uu02m6nstceranss8v084d2r,649.0845838724787,24.29
116,2024-08-26,archway1up7p4uhgzfzrk6fnqjes0wty9rv7q0yxp9320s,300.0,11.23
117,2024-08-26,archway1azalsnxu9z264g2cctswvwqy5tvnhf4k3tq4tf,1000.0,37.42
118,2024-08-26,archway1a9uhuksh4slwkzk7pd0ftzqzasukf9gg84vug8,1920.0,71.85
119,2024-08-26,archway1av575lt8jr4s3urzz5p46gju0f8lhuwalz9txv,456.0,17.06
120,2024-08-26,archway1aus5nuynfjr9xq4d9rrgnhhy8mma5mgrktutlr,198.0,7.41
121,2024-08-26,archway17y9gdgxfv06f67vcterep6s3ug26a5t924ywak,40.0,1.5
122,2024-08-26,archway17y6yxmt0r5j8kgdauww4ce42mylxf92hkgepzx,49.15025262193069,1.84
123,2024-08-26,archway17el20pxfyzpx52klxdzppg05pv55lrttd8c5ea,62.12863459999999,2.32
124,2024-08-26,archway177gd5wayqxrccrp97g257dd4h73ltxrtkkzzkz,234.0,8.76
125,2024-08-26,archway177wyka0vcz2qlm6jtdt3qcam4wk8u9dj4tzvjh,605.0,22.64
126,2024-08-26,archway1lfzxghfc0shtu9zs5mkcd2r4upnkgnm4r7dj0k,142.54044867585029,5.33
127,2024-08-26,archway1l0uyf6ljnmdaw4ngqnpfgtrg4t9ym0g43uj9hw,690.0,25.82
128,2024-08-26,archway1lcfgsnhlgxtq8dklaljz87d4yak666k5fjux8t,1290.0,48.27
129,2024-08-26,archway1l7ex3xde3pdysdunlr94n890gyf464denm669y,50.0,1.87
130,2024-08-26,archway1xzky2mu0xgwff3pg7lalth6z2case9arjtgvtx33meydpjulleyq8tm00h,49999.99999999999,1871.07
131,2024-08-26,archway1tvw007g3wradf99vdpy3e2mudxgk909mxuya63w4l739ss9nn2xse75hps,700000.0,26194.92
132,2024-08-26,archway10qt8wg0n7z740ssvf3urmvgtjhxpyp74hxqvqt7z226gykuus7eqzla6h5,750000.0,28065.98
133,2024-08-26,archway17r3faruez552kdxy0lsjydmj0nu22mxax33azx326039hfe7pnhq4wd9cr,750000.0,28065.98
